cvm_code,company,category,type,kind,reference_date,issue_dttm,status,v,modality,download,,
02047-8,020478 PDG REALTY S.A. EMPREEND E PARTICIPACOES,Reunião da Administração,Conselho de Administração,"Análise das informações financeiras referentes ao segundo trimestre do atual exercício, encerrado em 30 de junho de 2019Ata",20190813 13/08/2019 15:00,20190813 13/08/2019 18:41,Ativo,1,AP,"OpenDownloadDocumentos('231633','1','705904','IPE')",,
02051-6,020516 SAO MARTINHO S.A.,Comunicado ao Mercado,Apresentações a analistas/agentes do mercado,Apresentação da Teleconferência de Resultados do 1T20 -,20190813 13/08/2019,20190813 13/08/2019 14:42,Ativo,1,AP,"OpenDownloadDocumentos('231485','1','705736','IPE')",,
02055-9,020559 SANTANDER LEASING S.A. ARRENDAMENTO MERCANTIL,Reunião da Administração,Conselho de Administração,Aprovação das Demonstrações Financeiras Semestrais e Estudo Técnico de Realização dos Créditos TributáriosAta,20190813 13/08/2019 11:00,20190813 13/08/2019 18:19,Ativo,1,AP,"OpenDownloadDocumentos('231599','1','705870','IPE')",,
02056-7,020567 BCO PINE S.A.,Comunicado ao Mercado,Apresentações a analistas/agentes do mercado,Teleconferência de Resultados 2T19 Português e Inglês -,20190813 13/08/2019,20190813 13/08/2019 09:58,Ativo,1,AP,"OpenDownloadDocumentos('231426','1','705672','IPE')",,
02060-5,020605 JHSF PARTICIPAÇÕES SA,Formulário de Referência,,,20190101 2019,20190813 13/08/2019 10:18,Inativo,3,RE,"OpenDownloadDocumentos('86372','3','020605FRE201920190300086372-74','')",,
02061-3,020613 METALFRIO SOLUTIONS S.A.,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),Posição Consolidada,,20190701 07/2019,20190813 13/08/2019 15:12,Ativo,1,AP,"OpenDownloadDocumentos('231491','1','705742','IPE')",,
02061-3,020613 METALFRIO SOLUTIONS S.A.,Dados Econômico-Financeiros,Press-release,Press-release dos resultados do 2º trimestre de 2019 - versões em português e inglês -,20190630 30/06/2019,20190813 13/08/2019 19:37,Inativo,1,AP,"OpenDownloadDocumentos('231694','1','705995','IPE')",,
02061-3,020613 METALFRIO SOLUTIONS S.A.,Dados Econômico-Financeiros,Press-release,Press-release dos resultados do 2º trimestre de 2019 - versões em português e inglês -,20190630 30/06/2019,20190813 13/08/2019 20:03,Ativo,2,RE,"OpenDownloadDocumentos('231705','2','706006','IPE')",,
02061-3,020613 METALFRIO SOLUTIONS S.A.,Comunicado ao Mercado,Apresentações a analistas/agentes do mercado,Apresentação dos resultados do 2º trimestre de 2019 - versões em português e inglês -,20190614 14/06/2019,20190813 13/08/2019 20:11,Ativo,1,AP,"OpenDownloadDocumentos('231707','1','706008','IPE')",,
02061-3,020613 METALFRIO SOLUTIONS S/A,ITR,,,20190630 30/06/2019,20190813 13/08/2019 19:32,Ativo,1,AP,"OpenDownloadDocumentos('86467','1','020613ITR300620190100086467-75','ITR')",,
02063-0,020630 CR2 EMPREENDIMENTOS IMOBILIARIOS S.A.,Dados Econômico-Financeiros,Press-release,Earnings Release - versão Português -,20190630 30/06/2019,20190813 13/08/2019 18:08,Inativo,1,AP,"OpenDownloadDocumentos('231577','1','705846','IPE')",,
02063-0,020630 CR2 EMPREENDIMENTOS IMOBILIARIOS S.A.,Dados Econômico-Financeiros,Press-release,Earnings Release - versão inglês -,20190630 30/06/2019,20190813 13/08/2019 18:09,Inativo,1,AP,"OpenDownloadDocumentos('231580','1','705850','IPE')",,
02063-0,020630 CR2 EMPREENDIMENTOS IMOBILIÁRIOS S/A,ITR,,,20190630 30/06/2019,20190813 13/08/2019 18:29,Ativo,1,AP,"OpenDownloadDocumentos('86448','1','020630ITR300620190100086448-77','ITR')",,
02067-2,020672 BRC SECURITIZADORA S.A.,Assembleia,AGCRI,"Autorização para substituição da empresa responsável pela administração fiduciária do patrimônio separado 1ª emissão 7ª série, com a consequente transferência deste para a ISEC Securitizadora S.A.Ata",20190624 24/06/2019 10:00,20190813 13/08/2019 16:11,Ativo,1,AP,"OpenDownloadDocumentos('231502','1','705753','IPE')",,
02067-2,020672 BRC SECURITIZADORA S.A.,Assembleia,AGCRI,"Autorização para substituição da empresa responsável pela administração fiduciária do patrimônio separado 1ª emissão 10ª série, com a consequente transferência deste para a ISEC Securitizadora S.A.Ata",20190624 24/06/2019 11:00,20190813 13/08/2019 16:14,Ativo,1,AP,"OpenDownloadDocumentos('231505','1','705756','IPE')",,
02067-2,020672 BRC SECURITIZADORA S.A.,Assembleia,AGCRI,"Autorização para substituição da empresa responsável pela administração fiduciária do patrimônio separado 1ª emissão 10ª série, com a consequente transferência deste para a ISEC Securitizadora S.A.Ata",20190711 11/07/2019 11:30,20190813 13/08/2019 16:17,Ativo,1,AP,"OpenDownloadDocumentos('231508','1','705760','IPE')",,
02067-2,020672 BRC SECURITIZADORA S.A.,Assembleia,AGCRI,"Autorização para substituição da empresa responsável pela administração fiduciária do patrimônio separado 1ª emissão 7ª série, com a consequente transferência deste para a ISEC Securitizadora S.A.Ata",20190711 11/07/2019 11:00,20190813 13/08/2019 17:16,Ativo,1,AP,"OpenDownloadDocumentos('231526','1','705779','IPE')",,
02070-2,020702 VIVER INCORPORADORA E CONSTRUTORA S.A.,Reunião da Administração,Conselho de Administração,Apresentação e discussão sobre os Resultados Trimestrais e as Demonstrações Financeiras da Companhia referentes ao 2º trimestre de 2019.Ata,20190813 13/08/2019 11:00,20190813 13/08/2019 18:41,Ativo,1,AP,"OpenDownloadDocumentos('231632','1','705903','IPE')",,
02087-7,020877 HELBOR EMPREENDIMENTOS S.A.,Reunião da Administração,Conselho de Administração,"Eleição de Diretor(es),Manifestação sobre as Demonstrações Financeiras 2T19Ata",20190830 30/08/2019 10:00,20190813 13/08/2019 19:29,Cancelado,1,AP,"OpenDownloadDocumentos('231690','1','705991','IPE')",,
02087-7,020877 HELBOR EMPREENDIMENTOS S.A.,Dados Econômico-Financeiros,Press-release,Release de Resultados do 2T19 -,20190813 13/08/2019,20190813 13/08/2019 21:18,Cancelado,1,AP,"OpenDownloadDocumentos('231722','1','706024','IPE')",,
02087-7,020877 HELBOR EMPREENDIMENTOS S/A,ITR,,,20190630 30/06/2019,20190813 13/08/2019 21:13,Ativo,1,AP,"OpenDownloadDocumentos('86487','1','020877ITR300620190100086487-72','ITR')",,
02095-8,020958 BCO ABC BRASIL S.A.,Ato Homologatório emitido pelo Banco Central,,Eleição de Diretor(es) -,20190809 09/08/2019,20190813 13/08/2019 14:49,Ativo,1,AP,"OpenDownloadDocumentos('231486','1','705737','IPE')",,
02095-8,020958 BCO ABC BRASIL S.A.,Ato Homologatório emitido pelo Banco Central,,Eleição de Diretor(es) -,20190813 13/08/2019,20190813 13/08/2019 14:53,Ativo,1,AP,"OpenDownloadDocumentos('231487','1','705738','IPE')",,
02113-0,021130 TRISUL S.A.,Dados Econômico-Financeiros,Press-release,Release de Resultados 2T19 -,20190630 30/06/2019,20190813 13/08/2019 18:08,Ativo,1,AP,"OpenDownloadDocumentos('231575','1','705844','IPE')",,
02113-0,021130 TRISUL S.A.,Reunião da Administração,Conselho de Administração,Deliberar sobre a apreciação dos resultados das operações da Companhia referentes ao 2º Trimestre de 2019Ata,20190813 13/08/2019 14:30,20190813 13/08/2019 18:10,Ativo,1,AP,"OpenDownloadDocumentos('231581','1','705851','IPE')",,
02113-0,021130 TRISUL S.A.,Dados Econômico-Financeiros,Demonstrações Financeiras Intermediárias,Versão Português -,20190630 30/06/2019,20190813 13/08/2019 19:41,Ativo,1,AP,"OpenDownloadDocumentos('231696','1','705997','IPE')",,
02113-0,021130 TRISUL S/A,ITR,,,20190630 30/06/2019,20190813 13/08/2019 18:04,Inativo,1,AP,"OpenDownloadDocumentos('86437','1','021130ITR300620190100086437-70','ITR')",,
02118-0,021180 BRASIL BROKERS PARTICIPAÇÕES SA,ITR,,,20190630 30/06/2019,20190813 13/08/2019 16:18,Ativo,2,RE,"OpenDownloadDocumentos('86397','2','021180ITR300620190200086397-77','ITR')",,
02119-9,021199 BCO PAN S.A.,Fato Relevante,,Estudo de engajamento de assessores para recomposição do percentual mínimo das ações em circulação (Free Float) -,20190813 13/08/2019,20190813 13/08/2019 20:02,Ativo,1,AP,"OpenDownloadDocumentos('231704','1','706005','IPE')",,
02119-9,021199 BCO PAN S.A.,Comunicado ao Mercado,Esclarecimentos sobre questionamentos da CVM/B3,Notícia divulgada na mídia -,20190813 13/08/2019,20190813 13/08/2019 21:08,Ativo,1,AP,"OpenDownloadDocumentos('231721','1','706023','IPE')",,
02130-0,021300 ALIANSCE SHOPPING CENTERS S.A.,Dados Econômico-Financeiros,Demonstrações Financeiras em Padrões Internacionais,Versão em InglêsDemonstrações Financeiras em IFRS,20190630 30/06/2019,20190813 13/08/2019 10:42,Ativo,1,AP,"OpenDownloadDocumentos('231440','1','705686','IPE')",,
02133-4,021334 NUTRIPLANT INDUSTRIA E COMERCIO S.A.,Dados Econômico-Financeiros,Press-release,Apresentação dos resultados 2T19 -,20190630 30/06/2019,20190813 13/08/2019 18:11,Ativo,1,AP,"OpenDownloadDocumentos('231582','1','705852','IPE')",,
02133-4,021334 NUTRIPLANT INDUSTRIA E COMERCIO S.A.,Comunicação sobre Transação entre Partes Relacionadas,,"Dividendos a receber da Quirios Produtos Químicos Ltda,Informações sobre contrato de aluguel a pagar para Armazéns Gerais São Silvestre Ltda,Informações sobre contratos de mútuo entre a Companhia e sua subsidiária integral Quirios,Informações sobre contratos de mútuo firmado entre a Quirios Produtos Químicos Ltda e Controni Agropecuária S.A. -",20190630 30/06/2019,20190813 13/08/2019 18:12,Ativo,1,AP,"OpenDownloadDocumentos('231586','1','705856','IPE')",,
02133-4,021334 NUTRIPLANT INDUSTRIA E COMÉRCIO S/A,ITR,,,20190630 30/06/2019,20190813 13/08/2019 18:36,Ativo,1,AP,"OpenDownloadDocumentos('86452','1','021334ITR300620190100086452-76','ITR')",,
02135-0,021350 DIRECIONAL ENGENHARIA S.A.,Dados Econômico-Financeiros,Press-release,Press Release 2T19 - Português -,20190630 30/06/2019,20190813 13/08/2019 09:29,Ativo,1,AP,"OpenDownloadDocumentos('231418','1','705664','IPE')",,
02135-0,021350 DIRECIONAL ENGENHARIA S.A.,Dados Econômico-Financeiros,Press-release,Press Release 2T19 - Inglês -,20190630 30/06/2019,20190813 13/08/2019 09:30,Ativo,1,AP,"OpenDownloadDocumentos('231420','1','705666','IPE')",,
02144-0,021440 RESTOQUE COMÉRCIO E CONFECÇÕES DE ROUPAS S.A.,Calendário de Eventos Corporativos,,,20191231 31/12/2019,20190813 13/08/2019 18:19,Inativo,4,RE,"OpenDownloadDocumentos('231600','4','705871','IPE')",,
02149-0,021490 ALUPAR INVESTIMENTO S/A,Dados Econômico-Financeiros,Demonstrações Financeiras Intermediárias,Informações Financeiras Intermediárias - 30-06-2019 -,20190630 30/06/2019,20190813 13/08/2019 17:28,Ativo,1,AP,"OpenDownloadDocumentos('231534','1','705794','IPE')",,
02149-0,021490 ALUPAR INVESTIMENTO S/A,Dados Econômico-Financeiros,Press-release,Release de Resultados do 2T19 -,20190630 30/06/2019,20190813 13/08/2019 18:04,Ativo,1,AP,"OpenDownloadDocumentos('231568','1','705836','IPE')",,
02149-0,021490 ALUPAR INVESTIMENTO S/A,ITR,,,20190630 30/06/2019,20190813 13/08/2019 17:22,Ativo,1,AP,"OpenDownloadDocumentos('86418','1','021490ITR300620190100086418-80','ITR')",,
02162-8,021628 HABITASEC SECURITIZADORA SA,ITR,,,20190630 30/06/2019,20190813 13/08/2019 14:10,Ativo,1,AP,"OpenDownloadDocumentos('86384','1','021628ITR300620190100086384-72','ITR')",,
02174-1,021741 ECO SECURITIZADORA DIREITOS CRED AGRONEGÓCIO S.A.,Informe Mensal de CRA,,"Retificação dos informes, conforme atendimento à Ação de Fiscalização GIES nº 066/2019. -",20190630 06/2019,20190813 13/08/2019 18:08,Cancelado,1,AP,"OpenDownloadDocumentos('231576','1','705845','IPE')",,
02174-1,021741 ECO SECURITIZADORA DIREITOS CRED AGRONEGÓCIO S.A.,Documentos de Oferta de Distribuição Pública,Anúncio de Início de Distribuição Pública,Anúncio de Início de Distribuição Pública dos CRA da 1ª e 2ª Séries da 12ª Emissão -,20190813 13/08/2019,20190813 13/08/2019 18:16,Ativo,1,AP,"OpenDownloadDocumentos('231590','1','705860','IPE')",,
02174-1,021741 ECO SECURITIZADORA DIREITOS CRED AGRONEGÓCIO S.A.,Documentos de Oferta de Distribuição Pública,Prospecto de Distribuição Pública,Prospecto Definitivo dos CRA das 1ª e 2ª Séries da 12ª EmissãoProspecto Definitivo,20190813 13/08/2019,20190813 13/08/2019 18:16,Ativo,1,AP,"OpenDownloadDocumentos('231591','1','705861','IPE')",,
02175-0,021750 INFRASEC SECURITIZADORA S/A,Informe Trimestral de Securitizadora,,,20190630 30/06/2019,20190813 13/08/2019 15:28,Ativo,1,AP,"OpenDownloadDocumentos('86390','1','021750SEC300620190100086390-85','SEC')",,
02184-9,021849 CONCESSIONARIA DE RODOVIAS DO INTERIOR PAULISTA S/A,Reunião da Administração,Conselho de Administração,Eleição de Diretor(es)Ata,20190801 01/08/2019 16:00,20190813 13/08/2019 14:53,Ativo,1,AP,"OpenDownloadDocumentos('231488','1','705739','IPE')",,
02185-7,021857 CENTROVIAS-SISTEMAS RODOVIARIOS S/A,Reunião da Administração,Conselho de Administração,"Eleição de Diretor(es),Deliberar sobre a eleição da Diretora de Manutenção da Companhia,Ratificar e aprovar os contratos celebrados pela CompanhiaAta",20190801 01/08/2019 15:00,20190813 13/08/2019 11:13,Ativo,1,AP,"OpenDownloadDocumentos('231458','1','705707','IPE')",,
02192-0,021920 BARI SECURITIZADORA S.A.,Termo de Securitização e Aditamentos de Direitos Creditórios,,Aditamento Termo Securitizacao -,20190812 12/08/2019,20190813 13/08/2019 11:01,Cancelado,1,AP,"OpenDownloadDocumentos('231452','1','705699','IPE')",,
02192-0,021920 BARI SECURITIZADORA S.A.,Termo de Securitização e Aditamentos de Direitos Creditórios,,Quarto Aditamento ao Termo de Securitização de Créditos Imobiliários da 11ª Série da 1ª Emissão da Barigui Securitizadora S.A. -,20190812 12/08/2019,20190813 13/08/2019 16:55,Ativo,1,AP,"OpenDownloadDocumentos('231512','1','705765','IPE')",,
02192-0,021920 BARI SECURITIZADORA S.A.,Informe Trimestral de Securitizadora,,,20190630 30/06/2019,20190813 13/08/2019 17:22,Ativo,1,AP,"OpenDownloadDocumentos('86419','1','021920SEC300620190100086419-83','SEC')",,
02192-0,021920 BARI SECURITIZADORA S.A.,ITR,,,20190630 30/06/2019,20190813 13/08/2019 17:21,Ativo,1,AP,"OpenDownloadDocumentos('86415','1','021920ITR300620190100086415-78','ITR')",,
02201-2,022012 MILLS ESTRUTURAS E SERVIÇOS DE ENGENHARIA S.A.,Dados Econômico-Financeiros,Demonstrações Financeiras Intermediárias,Demonstrações Financeiras 2T19 -,20190630 30/06/2019,20190813 13/08/2019 19:30,Ativo,1,AP,"OpenDownloadDocumentos('231691','1','705992','IPE')",,
02201-2,022012 MILLS ESTRUTURAS E SERVIÇOS DE ENGENHARIA S.A.,Dados Econômico-Financeiros,Press-release,Relatório de Desempenho do 2T19 -,20190630 30/06/2019,20190813 13/08/2019 19:33,Ativo,1,AP,"OpenDownloadDocumentos('231692','1','705993','IPE')",,
02201-2,022012 MILLS ESTRUTURAS E SERVIÇOS DE ENGENHARIA S.A.,Dados Econômico-Financeiros,Demonstrações Financeiras em Padrões Internacionais,Demonstrações Financeiras em IFRS do 2T19Demonstrações Financeiras em IFRS,20190630 30/06/2019,20190813 13/08/2019 19:37,Ativo,1,AP,"OpenDownloadDocumentos('231695','1','705996','IPE')",,
02201-2,022012 MILLS ESTRUTURAS E SERVI€OS DE ENGENHARIA S/A,ITR,,,20190630 30/06/2019,20190813 13/08/2019 19:47,Inativo,1,AP,"OpenDownloadDocumentos('86471','1','022012ITR300620190100086471-70','ITR')",,
02202-0,022020 JSL S.A.,Formulário de Referência,,,20190101 2019,20190813 13/08/2019 20:55,Inativo,6,RE,"OpenDownloadDocumentos('86484','6','022020FRE201920190600086484-78','')",,
02205-5,022055 MARISA LOJAS S.A.,Dados Econômico-Financeiros,Press-release,Release 2T19 -,20190630 30/06/2019,20190813 13/08/2019 09:30,Ativo,2,RE,"OpenDownloadDocumentos('231419','2','705665','IPE')",,
02205-5,022055 MARISA LOJAS S.A.,Dados Econômico-Financeiros,Press-release,2Q19 Results Release -,20190630 30/06/2019,20190813 13/08/2019 09:31,Ativo,2,RE,"OpenDownloadDocumentos('231422','2','705668','IPE')",,
02214-4,022144 CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S.A.,Dados Econômico-Financeiros,Press-release,Release de Resultados do 2T19 e 6M19 -,20190630 30/06/2019,20190813 13/08/2019 08:29,Ativo,1,AP,"OpenDownloadDocumentos('231403','1','705648','IPE')",,
02214-4,022144 CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S.A.,ITR,,,20190630 30/06/2019,20190813 13/08/2019 08:28,Ativo,1,AP,"OpenDownloadDocumentos('86361','1','022144ITR300620190100086361-79','ITR')",,
02227-6,022276 TRUE SECURITIZADORA S.A.,Assembleia,AGCRI,Ata de Assembleia Geral Extraordinária de Titulares dos CRI da 141ª e 142ª Séries da 1ª Emissão da True Securitizadora S.A.Sumário das Decisões,20190813 13/08/2019 11:00,20190813 13/08/2019 15:17,Ativo,1,AP,"OpenDownloadDocumentos('231492','1','705743','IPE')",,
02227-6,022276 TRUE SECURITIZADORA S.A.,Assembleia,AGCRI,Edital de Convocação de Assembleia Geral Extraordinária dos Titulares de Certificados de Recebíveis Imobiliários da 02ª Série da 1ª Emissão da True Securitizadora S.A.Edital de Convocação,20190909 09/09/2019 11:00,20190813 13/08/2019 15:41,Ativo,1,AP,"OpenDownloadDocumentos('231496','1','705747','IPE')",,
02227-6,022276 TRUE SECURITIZADORA S.A.,Assembleia,AGCRI,Proposta da Administração para Assembleia de Titulares de CRA da 02ª Série da 1ª Emissão da True Securitizadora S.A.Proposta para a assembleia,20190909 09/09/2019 11:00,20190813 13/08/2019 16:06,Ativo,1,AP,"OpenDownloadDocumentos('231500','1','705751','IPE')",,
02239-0,022390 OCTANTE SECURITIZADORA S.A.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,Amortização Extraordinária do CRA01600026 da 1ª Série da 13ª Emissão de certificados de Recebíveis do Agronegócio da Octante Securitizadora S.A. -,20190813 13/08/2019,20190813 13/08/2019 18:57,Ativo,1,AP,"OpenDownloadDocumentos('231648','1','705926','IPE')",,
02239-0,022390 OCTANTE SECURITIZADORA S.A.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,Resgate Antecipado do CRA01600016 da 1ª Série da 11ª Emissão de Certificados de Recebíveis do Agronegócio da Octante Securitizadora S.A. -,20190813 13/08/2019,20190813 13/08/2019 19:02,Ativo,1,AP,"OpenDownloadDocumentos('231652','1','705932','IPE')",,
02247-0,022470 MAGAZINE LUIZA S.A.,Comunicado ao Mercado,Apresentações a analistas/agentes do mercado,Apresentação Call 2T19 -,20190813 13/08/2019,20190813 13/08/2019 11:07,Ativo,1,AP,"OpenDownloadDocumentos('231455','1','705702','IPE')",,
02248-9,022489 FORTE SECURITIZADORA S.A.,Termo de Securitização e Aditamentos de Direitos Creditórios,,TERMO DE SECURITIZAÇÃO DE CERTIFICADOS DE RECEBÍVEIS IMOBILIÁRIOS DAS SÉRIES 272ª E 273ª DA 1ª EMISSÃO DA FORTE SECURITIZADORA S.A -,20190730 30/07/2019,20190813 13/08/2019 10:37,Ativo,1,AP,"OpenDownloadDocumentos('231439','1','705685','IPE')",,
02248-9,022489 FORTE SECURITIZADORA S.A.,Termo de Securitização e Aditamentos de Direitos Creditórios,,TERMO DE SECURITIZAÇÃO DE CERTIFICADOS DE RECEBÍVEIS IMOBILIÁRIOS DAS SÉRIES 252ª A 271ª DA 1ª FORTE SECURITIZADORA S.A -,20190726 26/07/2019,20190813 13/08/2019 10:42,Ativo,2,RE,"OpenDownloadDocumentos('231441','2','705687','IPE')",,
02248-9,022489 FORTE SECURITIZADORA S.A.,Termo de Securitização e Aditamentos de Direitos Creditórios,,TERMO DE SECURITIZAÇÃO DE CERTIFICADOS DE RECEBÍVEIS IMOBILIÁRIOS DAS SÉRIES 220ª A 225ª DA 1ª EMISSÃO FORTE SECURITIZADORA S.A -,20190425 25/04/2019,20190813 13/08/2019 10:45,Ativo,2,RE,"OpenDownloadDocumentos('231442','2','705688','IPE')",,
02248-9,022489 FORTE SECURITIZADORA S.A.,Informe Trimestral de Securitizadora,,,20190630 30/06/2019,20190813 13/08/2019 16:35,Ativo,1,AP,"OpenDownloadDocumentos('86401','1','022489SEC300620190100086401-86','SEC')",,
02249-7,022497 QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.,Reunião da Administração,Conselho de Administração,Aprovação dos Resultados 1S19Ata,20190813 13/08/2019 14:00,20190813 13/08/2019 18:11,Ativo,1,AP,"OpenDownloadDocumentos('231583','1','705853','IPE')",,
02249-7,022497 QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.,Dados Econômico-Financeiros,Demonstrações Financeiras Intermediárias,Demonstrações Financeiras Intermediárias do 2º Trimestre de 2019 - Versão Português -,20190630 30/06/2019,20190813 13/08/2019 18:15,Ativo,1,AP,"OpenDownloadDocumentos('231588','1','705858','IPE')",,
02249-7,022497 QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.,Dados Econômico-Financeiros,Press-release,Press-release em português -,20190630 30/06/2019,20190813 13/08/2019 18:20,Ativo,1,AP,"OpenDownloadDocumentos('231604','1','705875','IPE')",,
02249-7,022497 QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.,Dados Econômico-Financeiros,Press-release,Press-release em inglês -,20190630 30/06/2019,20190813 13/08/2019 18:23,Ativo,1,AP,"OpenDownloadDocumentos('231609','1','705880','IPE')",,
02249-7,022497 QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.,Comunicado ao Mercado,Apresentações a analistas/agentes do mercado,Apresentação da Teleconferência de Resultados - 2T19 -,20190814 14/08/2019,20190813 13/08/2019 19:00,Ativo,1,AP,"OpenDownloadDocumentos('231650','1','705928','IPE')",,
02249-7,022497 QUALICORP S.A.,ITR,,,20190630 30/06/2019,20190813 13/08/2019 18:15,Ativo,1,AP,"OpenDownloadDocumentos('86444','1','022497ITR300620190100086444-77','ITR')",,
02251-9,022519 TECHNOS S.A.,Dados Econômico-Financeiros,Press-release,Release de resultados 2T19 -,20190630 30/06/2019,20190813 13/08/2019 19:07,Ativo,1,AP,"OpenDownloadDocumentos('231665','1','705952','IPE')",,
02251-9,022519 TECHNOS S.A.,ITR,,,20190630 30/06/2019,20190813 13/08/2019 19:01,Ativo,1,AP,"OpenDownloadDocumentos('86462','1','022519ITR300620190100086462-76','ITR')",,
02256-0,022560 INBRANDS S.A.,Reunião da Administração,Conselho de Administração,"Apreciar e deliberar a respeito das Informações Contábeis Intermediárias, individuais e consolidadas, da Companhia, referentes ao período findo em 30 de junho de 2019.Ata",20190813 13/08/2019 15:00,20190813 13/08/2019 18:24,Ativo,1,AP,"OpenDownloadDocumentos('231612','1','705883','IPE')",,
02256-0,022560 INBRANDS S.A.,Dados Econômico-Financeiros,Press-release,Release 2T19 -,20190630 30/06/2019,20190813 13/08/2019 18:27,Ativo,1,AP,"OpenDownloadDocumentos('231616','1','705887','IPE')",,
02256-0,022560 INBRANDS S.A.,ITR,,,20190630 30/06/2019,20190813 13/08/2019 18:01,Ativo,1,AP,"OpenDownloadDocumentos('86435','1','022560ITR300620190100086435-72','ITR')",,
02261-6,022616 Banco BTG Pactual S.A.,ITR,,,20190630 30/06/2019,20190813 13/08/2019 06:57,Ativo,1,AP,"OpenDownloadDocumentos('86355','1','022616ITR300620190100086355-78','ITR')",,
02261-6,022616 BCO BTG PACTUAL S.A.,Dados Econômico-Financeiros,Press-release,Earnings Release - Português -,20190630 30/06/2019,20190813 13/08/2019 07:04,Cancelado,1,AP,"OpenDownloadDocumentos('231397','1','705640','IPE')",,
02261-6,022616 BCO BTG PACTUAL S.A.,Dados Econômico-Financeiros,Press-release,Earnings Release - Inglês -,20190630 30/06/2019,20190813 13/08/2019 07:07,Cancelado,1,AP,"OpenDownloadDocumentos('231398','1','705642','IPE')",,
02261-6,022616 BCO BTG PACTUAL S.A.,Dados Econômico-Financeiros,Relatório de Análise Gerencial,Relatório de Administração - Inglês -,20190630 30/06/2019,20190813 13/08/2019 07:10,Ativo,1,AP,"OpenDownloadDocumentos('231399','1','705643','IPE')",,
02261-6,022616 BCO BTG PACTUAL S.A.,Dados Econômico-Financeiros,Demonstrações Financeiras Intermediárias,Individual - Inglês -,20190630 30/06/2019,20190813 13/08/2019 07:14,Ativo,1,AP,"OpenDownloadDocumentos('231400','1','705644','IPE')",,
02261-6,022616 BCO BTG PACTUAL S.A.,Dados Econômico-Financeiros,Demonstrações Financeiras Intermediárias,Consolidado - Inglês -,20190630 30/06/2019,20190813 13/08/2019 07:18,Ativo,1,AP,"OpenDownloadDocumentos('231401','1','705646','IPE')",,
02261-6,022616 BCO BTG PACTUAL S.A.,Dados Econômico-Financeiros,Press-release,Earnings Release - Inglês -,20190630 30/06/2019,20190813 13/08/2019 11:08,Ativo,1,AP,"OpenDownloadDocumentos('231456','1','705704','IPE')",,
02261-6,022616 BCO BTG PACTUAL S.A.,Dados Econômico-Financeiros,Press-release,Earnings Release - Português -,20190630 30/06/2019,20190813 13/08/2019 11:09,Ativo,1,AP,"OpenDownloadDocumentos('231457','1','705706','IPE')",,
02267-5,022675 HIDROVIAS DO BRASIL S.A.,Fato Relevante,,Leilão ANTAQ - nº 1/2019 -,20190813 13/08/2019,20190813 13/08/2019 18:11,Ativo,1,AP,"OpenDownloadDocumentos('231584','1','705854','IPE')",,
02267-5,022675 HIDROVIAS DO BRASIL S.A.,Fato Relevante,,Notícia veiculada pela mídia -,20190813 13/08/2019,20190813 13/08/2019 20:55,Ativo,1,AP,"OpenDownloadDocumentos('231720','1','706022','IPE')",,
02267-5,022675 HIDROVIAS DO BRASIL S.A.,ITR,,,20190630 30/06/2019,20190813 13/08/2019 19:12,Ativo,1,AP,"OpenDownloadDocumentos('86463','1','022675ITR300620190100086463-79','ITR')",,
02276-4,022764 GAIA AGRO SECURITIZADORA S.A.,Informe Trimestral de Securitizadora,,,20190630 30/06/2019,20190813 13/08/2019 18:08,Ativo,1,AP,"OpenDownloadDocumentos('86440','1','022764SEC300620190100086440-75','SEC')",,
02276-4,022764 GAIA AGRO SECURITIZADORA S.A.,ITR,,,20190630 30/06/2019,20190813 13/08/2019 13:11,Ativo,1,AP,"OpenDownloadDocumentos('86381','1','022764ITR300620190100086381-78','ITR')",,
02281-0,022810 Eldorado Brasil Celulose S.A.,ITR,,,20190630 30/06/2019,20190813 13/08/2019 21:00,Ativo,1,AP,"OpenDownloadDocumentos('86485','1','022810ITR300620190100086485-77','ITR')",,
02294-2,022942 MGI - MINAS GERAIS PARTICIPAÇÕES S.A.,ITR,,,20190630 30/06/2019,20190813 13/08/2019 18:02,Ativo,1,AP,"OpenDownloadDocumentos('86436','1','022942ITR300620190100086436-73','ITR')",,
02298-5,022985 NORTEC QUÍMICA S.A.,Reunião da Administração,Conselho de Administração,Aprovação do Resultado TrimestralAta,20190813 13/08/2019 14:30,20190813 13/08/2019 16:13,Ativo,1,AP,"OpenDownloadDocumentos('231504','1','705755','IPE')",,
02303-5,023035 LINX S.A.,Assembleia,AGE,Reforma EstatutáriaEdital de Convocação,20190905 05/09/2019 14:00,20190813 13/08/2019 10:53,Ativo,1,AP,"OpenDownloadDocumentos('231444','1','705690','IPE')",,
